term	common	ctrl_t0_green_VS_ctrl_t0_red_FC	ctrl_t0_red_VS_ctrl_t0_blue_FC	ctrl_t1_green_VS_ctrl_t1_red_FC	ctrl_t1_red_VS_ctrl_t1_blue_FC	treatment_t0_green_VS_treatment_t0_red_FC	treatment_t0_red_VS_treatment_t0_blue_FC	treatment_t1_green_VS_treatment_t1_blue_FC	treatment_t1_green_VS_treatment_t1_red_FC	treatment_t1_red_VS_treatment_t1_blue_FC
establishment of protein localization	{'Unc93b1', 'Ncf1', 'Egr2', 'Dab2', 'Snx8', 'Nsf', 'Tbc1d9', 'Dennd2a', 'Rab7b', 'Msr1', 'Myo7a', 'Arrb2', 'Snx1', 'Rab31', 'Rab8b', 'Rftn1', 'Mcoln2', 'Lamp2', 'Tlr2', 'Bid', 'Tlr4', 'Gnptab', 'Apobec1', 'Il1rn', 'Syk', 'Npc1', 'Cfl1', 'Ywhah', 'Folr2', 'Col1a1', 'Plek', 'Mmp12', 'Clu', 'Snx5', 'Rap2a', 'Myo5a', 'Rab3il1', 'Abca1', 'Rab29', 'Cd63', 'Slc15a3', 'Anxa1', 'C1qtnf5', 'Ap1s2', 'Tmed9', 'Ildr2', 'Tnfaip3', 'Abcg1', 'Steap3', 'Tgfb1', 'Crlf2', 'Erp29', 'Rab11fip5'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00073	1.0	0.00013000000000000002
establishment of protein localization to membrane	{'n/a (just one condition)'}	1.0	0.0401	1.0	1.0	1.0	1.0	1.0	1.0	1.0
establishment or maintenance of cell polarity	{'Dlg3'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0424	0.0344	1.0
exocrine system development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00018999999999999998	1.0
exocytic process	{'Plek', 'Syk', 'Fcer1g', 'Btk', 'Stxbp2', 'Cd300a', 'Lyn'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0083	0.0279
exocytosis	{'Myo1f', 'Syk', 'Hck', 'Tnfaip2', 'Cd300a'}	1.0	1.0	1.0	1.0	1.0	0.0488	0.0051	0.0424	0.00015
exogenous drug catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0064	1.0
export across plasma membrane	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0131	1.0
extracellular exosome biogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0076	1.0	1.0	1.0	1.0
extracellular matrix assembly	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0479	1.0
extracellular matrix disassembly	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0309	1.0
extracellular matrix organization	{'No common gene'}	2.71e-10	5.2699999999999995e-08	1.0	1.0	6.46e-10	2.26e-12	3.53e-11	0.0001	0.0183
extracellular matrix-cell signaling	{'n/a (just one condition)'}	0.0124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
extracellular structure organization	{'No common gene'}	1.0	1.0	0.0155	0.01	8.94e-11	1.1599999999999999e-13	8.890000000000001e-12	0.0021	0.0086
extrinsic apoptotic signaling pathway	{'Acvr1b', 'Bid', 'P2rx7', 'Ngf', 'Bcl2l11', 'Tnfrsf1b', 'Tgfb1', 'Il1a'}	1.0	1.0	1.0	1.0	1.0	1.0	0.003	1.0	0.00011
extrinsic apoptotic signaling pathway in absence of ligand	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00056
eye development	{'No common gene'}	1.0	1.0	1.0	1.0	0.0485	1.0	1.0	0.0151	1.0
eye morphogenesis	{'n/a (just one condition)'}	0.0192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
face development	{'Aldh1a3', 'Col1a1', 'Mmp2', 'Pdgfra'}	0.0139	1.0	1.0	1.0	1.0	0.032	1.0	1.0	1.0
face morphogenesis	{'Mmp2', 'Pdgfra'}	0.0301	0.0301	1.0	1.0	1.0	1.0	1.0	1.0	1.0
fat cell differentiation	{'Steap4', 'Ptgs2', 'Gdf6'}	1.0	0.0193	1.0	1.0	1.0	1.0	1.0	1.0	0.0365
fat-soluble vitamin metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0136	1.0
fatty acid derivative biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0087
fatty acid derivative metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0015
fatty acid metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00028	1.0
female courtship behavior	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0401
female gamete generation	{'No common gene'}	1.0	0.0275	1.0	1.0	1.0	1.0	1.0	1.0	0.048
female gonad development	{'Mmp2'}	0.0036	0.00058	1.0	1.0	0.0347	1.0	0.0214	1.0	1.0
female mating behavior	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0412
female pregnancy	{'Grn', 'Cd38', 'Vmp1', 'Ctsl', 'Mmp2', 'Ptgs2', 'Ccl2', 'Havcr2', 'Tgfb1', 'Ctsb', 'Ucp2', 'Lif', 'Igfbp2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0111	1.0	0.0037
female sex differentiation	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0055	1.0	0.0408
fever generation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0415
flavonoid glucuronidation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0419	1.0	1.0	1.0	1.0
follicular dendritic cell differentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0175	1.0
forebrain development	{'No common gene'}	0.0072	0.0311	1.0	1.0	0.0007	1.0	1.0	0.0043	1.0
forebrain neuron development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.043	1.0	1.0	1.0	1.0
formation of primary germ layer	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0279	1.0	1.0
fusion of virus membrane with host plasma membrane	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.026000000000000002	1.0
ganglioside catabolic process	{'Gm2a', 'Hexa', 'Hexb'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0278	1.0	0.0109
ganglioside metabolic process	{'Hexb'}	1.0	0.0498	1.0	1.0	1.0	1.0	1.0	1.0	0.017
gastrulation	{'Col12a1', 'Mmp14', 'Mmp2', 'Sfrp1'}	1.0	1.0	1.0	1.0	0.0371	1.0	0.0335	1.0	1.0
generation of neurons	{'No common gene'}	3.39e-05	0.00023999999999999998	1.0	1.0	2.1100000000000004e-09	1.0	4.68e-05	7.43e-08	6.13e-05
generation of precursor metabolites and energy	{'n/a (just one condition)'}	1.0	1.23e-07	1.0	1.0	1.0	1.0	1.0	1.0	1.0
genitalia development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0487
gland development	{'No common gene'}	0.0318	1.0	1.0	1.0	0.0049	1.0	0.0069	0.0229	0.0151
gland morphogenesis	{'No common gene'}	0.0014	0.0238	1.0	1.0	0.00022999999999999998	1.0	1.0	0.0435	0.0387
glial cell activation	{'Itgam', 'Tlr9'}	1.0	1.0	1.0	1.0	0.0044	1.0	1.0	1.9399999999999997e-05	1.0
glial cell development	{'Itgam'}	1.0	1.0	1.0	1.0	0.0237	1.0	0.0273	0.0041	1.0
glial cell differentiation	{'Itgam'}	1.0	1.0	1.0	1.0	0.0424	1.0	0.0105	0.036000000000000004	0.0136
glial cell migration	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0408	1.0	1.0
glial cell proliferation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0373
glial cell-derived neurotrophic factor receptor signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.0277	1.0	1.0	1.0
gliogenesis	{'Itgam'}	1.0	1.0	1.0	1.0	0.0144	1.0	0.00016999999999999999	0.0139	8.72e-05
glomerular basement membrane development	{'Col4a4'}	0.0291	1.0	1.0	1.0	0.0151	0.004	1.0	1.0	1.0
glomerular filtration	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.0459	1.0	1.0	1.0
glomerular mesangial cell development	{'Pdgfb', 'Gpr4'}	1.0	1.0	1.0	1.0	0.0475	1.0	1.0	0.0047	1.0
glomerulus development	{'Col4a4', 'Pdgfra'}	0.0132	1.0	1.0	1.0	0.0119	0.0307	1.0	1.0	1.0
glomerulus vasculature development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0455	1.0	1.0	1.0	1.0
glucose homeostasis	{'n/a (just one condition)'}	0.0417	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
glutamine family amino acid catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0175	1.0
glutamine family amino acid metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0068	1.0
glycerolipid metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.032
glycolipid metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0198
glycoprotein biosynthetic process	{'No common gene'}	1.0	1.0	1.0	1.0	0.0287	1.0	5.94e-05	0.0252	0.00028
glycoprotein metabolic process	{'No common gene'}	0.0211	0.0049	1.0	1.0	5.820000000000001e-05	0.0174	5.03e-08	0.0344	4.72e-06
glycosaminoglycan biosynthetic process	{'Dse', 'Xylt2', 'Hexa', 'Chst11'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0065	1.0	0.0096
glycosaminoglycan catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0443	1.0
glycosaminoglycan metabolic process	{'Hexb'}	1.0	0.0259	1.0	1.0	0.0028	1.0	1.14e-06	1.0	0.00022999999999999998
glycoside catabolic process	{'Fuca2', 'Gba', 'Naga', 'Fuca1', 'Gla'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00055	1.0	0.0018
glycoside metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0009699999999999999	1.0	1.0
glycosphingolipid catabolic process	{'Gba', 'Naga', 'Hexa', 'Hexb', 'Gm2a', 'Gla'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00041	1.0	4.88e-05
glycosphingolipid metabolic process	{'Gba', 'Naga', 'Gla', 'Hexa', 'Hexb', 'Gm2a', 'B4galt6'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0081	1.0	0.0003
glycosyl compound catabolic process	{'Fuca2', 'Gba', 'Apobec1', 'Naga', 'Fuca1', 'Gla'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0067	1.0	0.0019
glycosylation	{'Galnt10', 'Sdf2l1', 'Mgat5', 'Man1a'}	1.0	1.0	1.0	1.0	0.033	1.0	1.0	1.0	0.0136
glycosylceramide catabolic process	{'Naga', 'Gla', 'Gba'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0156	1.0	0.0051
glycosylceramide metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.017
gonad development	{'No common gene'}	0.0017	0.0045	1.0	1.0	1.0	1.0	0.0059	1.0	0.0485
granulocyte activation	{'Syk', 'Tyrobp', 'Myo1f'}	1.0	1.0	1.0	1.0	0.0196	0.00045	6.1e-05	1.0	0.00013000000000000002
granulocyte chemotaxis	{'Itgb2', 'Syk', 'Cxcl1', 'Nckap1l', 'Anxa1', 'Lgals3'}	1.0	1.0	1.0	1.0	1.0	4.8100000000000004e-05	1.06e-09	1.0	1.2700000000000001e-13
granulocyte colony-stimulating factor signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.026000000000000002	1.0
granulocyte migration	{'Ccl3', 'Prex1', 'Ccl4', 'Ccl7', 'Ccl2', 'Ccl6', 'Mcoln2', 'Itgb2', 'Spp1', 'Fcgr3', 'Itgam', 'Syk', 'Cxcl1', 'Nckap1l', 'Anxa1', 'Cx3cl1', 'Vav1', 'Fcer1g', 'Lgals3'}	1.0	1.0	1.0	1.0	1.0	1.0	2.63e-10	1.0	7.71e-14
growth	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0011	0.0026	0.0424
growth involved in heart morphogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0446	1.0
hair cycle	{'Cd109', 'Ptgs2'}	1.0	0.0445	1.0	1.0	1.0	1.0	0.0128	1.0	1.0
hair follicle development	{'Runx1'}	1.0	1.0	1.0	1.0	0.043	1.0	0.0159	1.0	1.0
head development	{'No common gene'}	0.0022	0.0141	1.0	1.0	0.00042	1.0	0.0138	3.63e-06	0.0243
head morphogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0163	1.0	1.0
heart contraction	{'Cacna1c', 'Ank2', 'Kcnd3', 'Dmd', 'Sgcg', 'Cacnb2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.63e-05	0.0211
heart development	{'No common gene'}	0.00037999999999999997	0.0257	1.0	1.0	0.0005	0.0184	1.0	4.83e-06	6.39e-05
heart formation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0063
heart morphogenesis	{'No common gene'}	0.0349	1.0	1.0	1.0	0.0032	1.0	1.0	0.0392	1.0
heart trabecula morphogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.25e-05	1.0
heart valve development	{'Sox4', 'Tnfrsf1b'}	1.0	1.0	1.0	1.0	0.0029	1.0	0.0442	1.0	1.0
heart valve morphogenesis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0055	1.0	1.0	1.0	1.0
hematopoietic or lymphoid organ development	{'No common gene'}	1.0	1.0	1.0	1.0	6.5000000000000004e-06	0.0014	4.04e-09	1.64e-12	0.0113
hematopoietic progenitor cell differentiation	{'Spi1'}	1.0	1.0	1.0	1.0	0.005	0.0475	0.0279	0.0262	0.0058
hemidesmosome assembly	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.019	1.0	1.0	1.0
hemopoiesis	{'Nfam1', 'Spi1', 'Tyrobp', 'Pirb'}	1.0	1.0	1.0	0.0081	1.82e-05	0.003	5.3600000000000005e-09	8.64e-12	0.0145
heparan sulfate proteoglycan biosynthetic process	{'Dse', 'Hs6st1', 'Xylt2', 'Hs6st2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0131	1.0	0.0112
heparan sulfate proteoglycan metabolic process	{'Hpse'}	1.0	1.0	1.0	1.0	1.0	0.0235	0.0012	1.0	0.00036
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0487
heterotypic cell-cell adhesion	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0286	1.0
hexose metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0293
high-density lipoprotein particle assembly	{'n/a (just one condition)'}	1.0	0.0016	1.0	1.0	1.0	1.0	1.0	1.0	1.0
high-density lipoprotein particle clearance	{'n/a (just one condition)'}	1.0	0.0172	1.0	1.0	1.0	1.0	1.0	1.0	1.0
high-density lipoprotein particle remodeling	{'No common gene'}	1.0	0.0031	1.0	0.0161	1.0	0.0459	1.0	0.0025	0.0306
hindbrain development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0156	1.0
hindbrain radial glia guided cell migration	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0384	1.0
histamine secretion by mast cell	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0446	1.0
homeostasis of number of cells	{'Itgam', 'Hcls1', 'Spi1', 'Pirb'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00074	0.0285	9.32e-06
homeostatic process	{'No common gene'}	1.0	0.0239	1.0	1.0	0.0163	0.0031	5.46e-06	1.09e-05	7.17e-14
homophilic cell adhesion via plasma membrane adhesion molecules	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0244	1.0	1.0	1.0	1.0
hormone catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.017
humoral immune response	{'C1qb', 'Cfd', 'C1qc', 'Cfp', 'C1qa', 'Bcl3', 'H2-Ab1', 'C3', 'C4b'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.5399999999999985e-05	0.0018
humoral immune response mediated by circulating immunoglobulin	{'C1qb', 'C1qc', 'C1qa', 'Bcl3', 'H2-Ab1', 'C3', 'C4b'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00044	0.003
hyaluronan catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0352	1.0	1.0
hyaluronan metabolic process	{'Cemip', 'Itih4', 'Tgfb1', 'Hgf', 'Cd44'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0041	1.0	0.0042
hydrogen peroxide biosynthetic process	{'Cybb'}	1.0	1.0	1.0	1.0	1.0	0.0277	0.0278	0.0085	1.0
hydrogen peroxide metabolic process	{'Ncf1', 'Prdx1', 'Cybb', 'Gpx1', 'Cyba'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0359	1.0	0.0359
icosanoid biosynthetic process	{'Syk', 'Tbxas1'}	1.0	1.0	1.0	1.0	0.0296	0.0368	0.0008699999999999999	1.0	0.0054
icosanoid metabolic process	{'Syk'}	1.0	1.0	1.0	1.0	0.0135	0.0209	0.00015	0.0067	0.00042
icosanoid transport	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.0349	1.0	1.0	1.0
immune effector process	{'No common gene'}	0.0143	0.0248	1.0	1.9099999999999999e-10	1.5e-13	8.91e-12	1.41e-10	7.58e-28	5.25e-34
immune response	{'Fgr', 'Unc93b1', 'C1qb', 'C1qc', 'Tnfrsf1b', 'Myo1f', 'Cybb', 'Tyrobp', 'Hck', 'Slc11a1', 'Pirb', 'Lcp1'}	1.0	1.0	1.0	2.69e-16	1.46e-10	2.86e-14	2.58e-26	9.509999999999995e-35	1.0499999999999994e-68
immune response-activating cell surface receptor signaling pathway	{'Nfam1', 'Syk', 'Fcgr2b'}	1.0	1.0	1.0	1.0	1.0	0.0162	0.002	0.00027	6.32e-06
immune response-activating signal transduction	{'Nfam1', 'Pik3ap1', 'Unc93b1'}	1.0	1.0	1.0	0.00044	0.019	0.00015	1.28e-06	9.770000000000001e-11	2.1199999999999997e-15
immune response-regulating cell surface receptor signaling pathway	{'Fcgr4', 'Nfam1'}	1.0	1.0	1.0	0.00072	1.0	0.0075	9.36e-05	2.75e-06	3.9e-08
immune response-regulating signaling pathway	{'Fcgr4', 'Pik3ap1', 'Unc93b1', 'Tlr13', 'Nfam1'}	1.0	1.0	1.0	1.91e-06	1.0	1.29e-05	1.27e-08	6.1e-13	2.1e-18
immune system development	{'No common gene'}	1.0	1.0	1.0	0.0064	1.0	0.0009400000000000001	1.31e-09	6.33e-13	0.0097
immune system process	{'Fgr', 'Pik3ap1', 'Unc93b1', 'Gpr35', 'Spi1', 'Itgb2', 'C1qc', 'Myo1f', 'Hck', 'Slc11a1', 'Cd300c2', 'Tnfrsf1b', 'Tyrobp', 'Nfam1', 'Pirb', 'Cd300lb', 'C1qb', 'Cybb', 'Lcp1'}	1.0	1.0	1.0	1.0100000000000001e-22	5.52e-17	1.65e-18	1.57e-40	7.059999999999996e-52	5.439999999999998e-90
immunoglobulin mediated immune response	{'No common gene'}	0.005	1.0	1.0	6.759999999999999e-05	2.45e-06	0.0006	0.00022999999999999998	8.970000000000001e-11	3.3299999999999995e-09
immunoglobulin production involved in immunoglobulin mediated immune response	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0314
import across plasma membrane	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0303
import into cell	{'No common gene'}	0.00055	0.0379	1.0	1.93e-06	3.34e-08	1.49e-07	4.13e-15	1.3600000000000001e-08	4.01e-22
inflammatory response	{'Itgb2', 'Tnfrsf1b', 'Cybb', 'Hck', 'Slc11a1'}	1.0	1.0	1.0	1.2e-08	6.4900000000000005e-09	1.23e-12	7.620000000000001e-24	4.15e-25	9.419999999999999e-52
inflammatory response to antigenic stimulus	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0285	1.0
inhibition of cysteine-type endopeptidase activity involved in apoptotic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0373
innate immune response	{'Cybb'}	1.0	0.0442	1.0	4.09e-12	6.78e-08	2.06e-12	1.89e-15	8.96e-27	1.31e-43
innate immune response-activating signal transduction	{'Pik3ap1', 'Tlr13', 'Unc93b1'}	1.0	1.0	1.0	0.0042	1.0	0.0019	0.00033	4.86e-07	1.03e-10
inner ear development	{'C1qb', 'Myo7a', 'Mafb'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0396	0.0089	1.0
inner mitochondrial membrane organization	{'n/a (just one condition)'}	1.0	0.00011	1.0	1.0	1.0	1.0	1.0	1.0	1.0
inorganic cation transmembrane transport	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0476	0.005	0.0023
inorganic ion homeostasis	{'Slc11a1', 'Gpr35'}	1.0	1.0	1.0	1.0	1.0	0.0424	0.001	0.0014	5.9499999999999995e-09
inorganic ion transmembrane transport	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0199	0.0117	0.0019
inositol lipid-mediated signaling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0073
inositol phosphate-mediated signaling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0446
integrin activation	{'Fermt3', 'Cx3cl1', 'Fn1'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0078	1.0	0.0194
integrin-mediated signaling pathway	{'Fgr', 'Tyrobp', 'Itgb2'}	1.0	1.0	1.0	0.00058	0.00037	7.57e-05	1.6399999999999998e-08	3.3299999999999996e-05	8.58e-06
interaction with host	{'Cd300lf', 'Tlr2', 'Clec5a', 'Bcl2l11', 'Cd300ld', 'Tgfb1', 'Npc1', 'Ctsb', 'Ccr5'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0108	1.0	0.0024
interaction with symbiont	{'Ccl3', 'Ncf1', 'Ccl4', 'Cfl1', 'Gpx1', 'Fn1', 'Anxa2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0386	1.0	0.0373
interferon-beta production	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.026000000000000002	1.0
interleukin-1 beta production	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.02e-06
interleukin-1 beta secretion	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00041
interleukin-1 secretion	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00014
interleukin-13-mediated signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0396	1.0	1.0
interleukin-2 production	{'n/a (just one condition)'}	1.0	1.0	1.0	0.0123	1.0	1.0	1.0	1.0	1.0
interleukin-3-mediated signaling pathway	{'Syk', 'Fcer1g'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0352	0.0219
interleukin-6-mediated signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0246
interleukin-8 production	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0309
interspecies interaction between organisms	{'Ccl3', 'Ncf1', 'Ccl4', 'Bcl2l11', 'Ccl2', 'Anxa2', 'Tlr2', 'Vcam1', 'Npc1', 'Cfl1', 'Rab29', 'Ctsb', 'Cd300lf', 'Clec5a', 'Cd300ld', 'Tgfb1', 'Gpx1', 'Fn1', 'Ccr5'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0026	1.0	0.0007
intracellular cholesterol transport	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0306
intracellular pH reduction	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0002
intracellular protein transmembrane transport	{'n/a (just one condition)'}	1.0	0.0011	1.0	1.0	1.0	1.0	1.0	1.0	1.0
intracellular signal transduction	{'No common gene'}	1.0	1.0	1.0	1.0	0.0032	1.0	2.62e-07	6.7e-15	6.12e-05
intracellular transport	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0482
intramembranous ossification	{'Mmp2', 'Ctsk'}	0.00079	0.017	1.0	1.0	0.00045	0.0015	0.0214	1.0	0.0415
intrinsic apoptotic signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0012
intrinsic apoptotic signaling pathway in response to DNA damage	{'Tnfrsf1b'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0476	0.0134	4.820000000000001e-05
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0085	1.0
ion homeostasis	{'No common gene'}	1.0	0.0423	1.0	1.0	0.0173	0.0135	0.00072	0.00078	7.45e-09
ion transmembrane transport	{'No common gene'}	1.0	0.0206	1.0	1.0	1.0	1.0	0.00045999999999999996	0.0293	1.7e-05
ion transport	{'No common gene'}	1.0	0.00029	1.0	1.0	1.0	1.0	1.62e-05	0.00031	3.86e-10
iron import into cell	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0373
iron ion homeostasis	{'Atp6v1a', 'Hmox1', 'Atp13a2', 'Steap3', 'Ftl1', 'Slc11a1'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0365	1.0	0.0015
iron ion transmembrane transport	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0289
iron ion transport	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0015
keratinocyte proliferation	{'n/a (just one condition)'}	0.0427	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
kidney development	{'No common gene'}	2.7699999999999996e-05	0.0039	1.0	1.0	2.9600000000000005e-05	0.00047999999999999996	0.0015	0.0022	0.0088
kidney epithelium development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0295
labyrinthine layer development	{'Vcam1', 'Hs6st1', 'Grb2', 'Socs3', 'Gjb5'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0471	1.0	0.0153
